client_id	audio_id	audio_file	duration_ms	prompt_id	prompt	transcription	votes	age	gender	language	split	char_per_sec	quality_tags
76b9208b0b2b99d91aecd8d89817fe67	69691	spontaneous-speech-ca-69691.mp3	11196	6594	Quins records tens de les festes majors quan eres petit/a?		0	sixties	male_masculine	Catalan			
c8611cefe076da34d7f367524e7381a1	66738	spontaneous-speech-ca-66738.mp3	54180	6595	Com descriuries lʼambient dʼun mercat setmanal a la teva zona?		0			Catalan			
76b9208b0b2b99d91aecd8d89817fe67	69680	spontaneous-speech-ca-69680.mp3	2556	6595	Com descriuries lʼambient dʼun mercat setmanal a la teva zona?	Doncs molt sorollós.	1			Catalan		7.04225352112676	
e70aa9c80f3337b3efea26f3fa9098be	71166	spontaneous-speech-ca-71166.mp3	7632	6595	Com descriuries lʼambient dʼun mercat setmanal a la teva zona?		0			Catalan			
03f7ddc40c3bc674ddd94d53dab82cca	68773	spontaneous-speech-ca-68773.mp3	32076	6597	Com acostumes a desconnectar després dʼun dia de feina o dʼestudi?		0			Catalan			
03f7ddc40c3bc674ddd94d53dab82cca	68781	spontaneous-speech-ca-68781.mp3	19440	6598	Quina importància té per a tu la llengua catalana en la vida quotidiana?		0			Catalan			
76b9208b0b2b99d91aecd8d89817fe67	69687	spontaneous-speech-ca-69687.mp3	5328	6598	Quina importància té per a tu la llengua catalana en la vida quotidiana?	És molt important per poder viure com a català.	0	sixties	male_masculine	Catalan		7.319819819819819	
e70aa9c80f3337b3efea26f3fa9098be	71163	spontaneous-speech-ca-71163.mp3	7416	6598	Quina importància té per a tu la llengua catalana en la vida quotidiana?		0			Catalan			
947df0b0eb22f5709831202a5e640281	63727	spontaneous-speech-ca-63727.mp3	5868	6599	Explica alguna tradició de Sant Jordi que trobis especial.	Explica alguna tradició de Sant Jordi que trobis especial.	1			Catalan		8.520790729379685	
269a55700d91cbe92d368546757ee5a3	69478	spontaneous-speech-ca-69478.mp3	25380	6599	Explica alguna tradició de Sant Jordi que trobis especial.		0	fifties	male_masculine	Catalan			
c8611cefe076da34d7f367524e7381a1	66727	spontaneous-speech-ca-66727.mp3	20196	6600	Com ha canviat la manera de viatjar per a tu en els últims anys?	Doncs en els últims anys, la veritat és que viatjo molt menys, perquè trobo que tot s'ha encarit moltíssim, tant l'allotjament com els vols o la gasolina pel cotxe, etcètera. La qual cosa fa que, francament, viatgi potser la meitat del que acostumava a viatjar abans.	1			Catalan		10.99227569815805	
03f7ddc40c3bc674ddd94d53dab82cca	68782	spontaneous-speech-ca-68782.mp3	54936	6600	Com ha canviat la manera de viatjar per a tu en els últims anys?	Sobretot amb l'ús de la tecnologia és més fàcil organitzar viatges, planificar rutes, coses a fer, informar-te'n... informa-te'n prèviament, i així poder anar amb una certa preparació. Però a més... bé, també dir que si conduïsc... jo, ja no em perc, perquè tinc molta tendència a... a perdre'm i a triar els... els camins equivocats, i ara amb el GPS això es redueix prou, i... després també una cosa que he descobert últimament, és eh... utilitzar la... els... auriculars amb algun... programa d'intel·ligència artificial per anar fent-li preguntes i que em vaja fent de guia turism... de guia turístic mentre es visita qualsevol indret.	0			Catalan		9.756807921945537	
03f7ddc40c3bc674ddd94d53dab82cca	68766	spontaneous-speech-ca-68766.mp3	31608	6601	Quin paper té la ràdio o els pòdcasts a la teva rutina?		0			Catalan			
e70aa9c80f3337b3efea26f3fa9098be	71005	spontaneous-speech-ca-71005.mp3	8172	6601	Quin paper té la ràdio o els pòdcasts a la teva rutina?		0			Catalan			
c8611cefe076da34d7f367524e7381a1	66730	spontaneous-speech-ca-66730.mp3	28440	6602	Com valores el fet de fer la migdiada els caps de setmana?		0			Catalan			
03f7ddc40c3bc674ddd94d53dab82cca	68776	spontaneous-speech-ca-68776.mp3	10188	6602	Com valores el fet de fer la migdiada els caps de setmana?	Sens dubte una becaeta el cap de setmana senta fenomenal. Això sí, que no siga massa llarga per a no perdre la vesprada sencera	1			Catalan		10.208087946603847	
76b9208b0b2b99d91aecd8d89817fe67	70611	spontaneous-speech-ca-70611.mp3	10548	6602	Com valores el fet de fer la migdiada els caps de setmana?	Normalment no fai migdiada els caps de setmana. Per tant, no fai cap valoració ni positiva ni negativa.	1	sixties	male_masculine	Catalan		8.153204398938188	
c8611cefe076da34d7f367524e7381a1	66737	spontaneous-speech-ca-66737.mp3	25920	6603	Descriu lʼambient dʼuna fira de Nadal al teu barri.	Al meu poble no hi ha fira de Nadal. És molt trist això. Jo que soc barcelonina, i ara visc en un poble trobo molt a faltar la fira de Santa Llúcia, no la d'ara, la que hi havia quan jo era... adolescent i jove, i em passejava per allà els carrerons al voltant de la catedral, això m'encantava, però... ja no existeix això, ni a Barcelona, ni a fora. Ara tot és una cosa... purament molt de màrqueting, i molta cosa, però no és... no hi ha aquell ambient que hi havia.	0			Catalan		14.506172839506172	
6a502ce04775a6469d385309c329e767	67092	spontaneous-speech-ca-67092.mp3	8028	6603	Descriu lʼambient dʼuna fira de Nadal al teu barri.	Els últims anys, les parades són de particulars que venen objectes de segona mà.	1			Catalan		8.345789735924265	
6a502ce04775a6469d385309c329e767	67092	spontaneous-speech-ca-67092.mp3	8028	6603	Descriu lʼambient dʼuna fira de Nadal al teu barri.	Els últims anys les parades són de particulars que venen objectes de segona mà.	1			Catalan		8.221225710014947	
7860cb263364b344e4f56921530a1847	67538	spontaneous-speech-ca-67538.mp3	5976	6603	Descriu lʼambient dʼuna fira de Nadal al teu barri.	Alegre, ben il·luminada, moltes paradetes, gent contenta.	1			Catalan		8.534136546184738	
03f7ddc40c3bc674ddd94d53dab82cca	68760	spontaneous-speech-ca-68760.mp3	29916	6603	Descriu lʼambient dʼuna fira de Nadal al teu barri.		0			Catalan			
76b9208b0b2b99d91aecd8d89817fe67	69684	spontaneous-speech-ca-69684.mp3	10800	6603	Descriu lʼambient dʼuna fira de Nadal al teu barri.		0	sixties	male_masculine	Catalan			
e70aa9c80f3337b3efea26f3fa9098be	71187	spontaneous-speech-ca-71187.mp3	18828	6603	Descriu lʼambient dʼuna fira de Nadal al teu barri.		0			Catalan			
6a502ce04775a6469d385309c329e767	67098	spontaneous-speech-ca-67098.mp3	5652	6604	Què significa per a tu compartir el pa amb tomàquet amb amics o família?	Estalviar diners, perquè  jo poso el pà i el tomàquet i ells que posin el pernil.	1			Catalan		11.500353857041755	
6a502ce04775a6469d385309c329e767	67098	spontaneous-speech-ca-67098.mp3	5652	6604	Què significa per a tu compartir el pa amb tomàquet amb amics o família?	Estalviar diners, perquè jo poso el pa i el tomàquet i ells que posin el pernil.	1			Catalan		11.500353857041755	
206dad45a96629a9db3e741b11475f7f	67568	spontaneous-speech-ca-67568.mp3	23328	6604	Què significa per a tu compartir el pa amb tomàquet amb amics o família?	Bé, penso que el pa amb tomàquet o en general qualsevol àpat és un moment de... de... de reunió familiar en el qual doncs es poden... poden sortir els temes, em... de, del dia, i comentar-los, o bé temes més profunds que afecten doncs... a les relacions familiars, eh, etcètera.	1			Catalan		9.816529492455418	
76b9208b0b2b99d91aecd8d89817fe67	69692	spontaneous-speech-ca-69692.mp3	4428	6604	Què significa per a tu compartir el pa amb tomàquet amb amics o família?	Compartiu menjar que ens agrada a tots.	1	sixties	male_masculine	Catalan		7.452574525745257	
269a55700d91cbe92d368546757ee5a3	69475	spontaneous-speech-ca-69475.mp3	11628	6605	Explica una experiència memorable en un correfoc o castell de focs artificials.		0			Catalan			
6a502ce04775a6469d385309c329e767	70994	spontaneous-speech-ca-70994.mp3	7164	6605	Explica una experiència memorable en un correfoc o castell de focs artificials.		0			Catalan			
269a55700d91cbe92d368546757ee5a3	69476	spontaneous-speech-ca-69476.mp3	9432	6606	Tʼinformes de lʼactualitat sense fer servir televisió convencional? Com?	Per seguir l'actualitat, normalment utilitzo l'aplicació del 324. De 3cat.	1	fifties	male_masculine	Catalan		6.891433418150975	
76b9208b0b2b99d91aecd8d89817fe67	69693	spontaneous-speech-ca-69693.mp3	7056	6606	Tʼinformes de lʼactualitat sense fer servir televisió convencional? Com?	Mitjançant internet amb el meu ordinador o amb el mòbil.	1	sixties	male_masculine	Catalan		6.660997732426304	
e70aa9c80f3337b3efea26f3fa9098be	71176	spontaneous-speech-ca-71176.mp3	3492	6607	Quines iniciatives locals coneixes per fomentar la lectura entre joves?		0			Catalan			
c8611cefe076da34d7f367524e7381a1	66731	spontaneous-speech-ca-66731.mp3	33588	6608	Com creus que el teletreball ha influït en lʼequilibri feina-vida a casa teva?	No ha influït, perquè treballava en una empresa on no em deixaven fer teletreball. Ara teletreballo un dia a la setmana i, a mi m'agrada, teletreballar. Trobo que està bé estar a casa. Eh, soc superorganitzada en aquest aspecte i segueixo fil per randa el que és l'horari laboral que faig a la feina. Faig exactament el mateix horari i, m'agrada estar a casa, no haver de sortir, no haver d'agafar el cotxe per anar a la feina. I, el meu marit teletreballa el mateix dia, per la qual cosa és un dia entre setmana doncs que podem dinar junts també, i això també m'agrada.	1			Catalan		13.874002619983328	
e70aa9c80f3337b3efea26f3fa9098be	71181	spontaneous-speech-ca-71181.mp3	16668	6608	Com creus que el teletreball ha influït en lʼequilibri feina-vida a casa teva?		0			Catalan			
7860cb263364b344e4f56921530a1847	67540	spontaneous-speech-ca-67540.mp3	10620	6609	Com definiries lʼesperit castellaire sense entrar en detalls tècnics?	La força conjunta de la gent, que construeix un projecte comú i un edifici, confiant els uns en els altres.	1			Catalan		8.286252354048964	
03f7ddc40c3bc674ddd94d53dab82cca	68784	spontaneous-speech-ca-68784.mp3	21240	6610	Quin temps fa avui a la teva zona?	Ara mateix està plovent, i pel que sent, eh, crec que prou fort. A més és molt inusual en estes dates d'estiu en la meua zona, i a més amb molta tempesta perquè no para de sentir trons. Així que sembla que està mogudeta la cosa.	0			Catalan		8.615819209039547	
76b9208b0b2b99d91aecd8d89817fe67	69688	spontaneous-speech-ca-69688.mp3	3060	6610	Quin temps fa avui a la teva zona?	Sol i núvols.	1	sixties	male_masculine	Catalan		3.5947712418300655	
c8611cefe076da34d7f367524e7381a1	66739	spontaneous-speech-ca-66739.mp3	5256	6611	Quina estació tʼagrada més i per què?	L'estiu és l'estació que m'agrada més perquè odio el fred.	1			Catalan		9.322678843226788	
03f7ddc40c3bc674ddd94d53dab82cca	68763	spontaneous-speech-ca-68763.mp3	16956	6611	Quina estació tʼagrada més i per què?		0			Catalan			
e70aa9c80f3337b3efea26f3fa9098be	71174	spontaneous-speech-ca-71174.mp3	5184	6611	Quina estació tʼagrada més i per què?		0			Catalan			
03f7ddc40c3bc674ddd94d53dab82cca	68775	spontaneous-speech-ca-68775.mp3	15588	6612	Quina tasca de voluntariat tʼagradaria provar i per què?		0			Catalan			
7860cb263364b344e4f56921530a1847	67539	spontaneous-speech-ca-67539.mp3	9576	6613	Descriu lʼúltim animal que has vist.		0			Catalan			
77752776d298e0cc2c073eb45dbd68ca	67572	spontaneous-speech-ca-67572.mp3	15156	6613	Descriu lʼúltim animal que has vist.	L'últim animal que he vist és un gat. Era peludet, grosset i molt carinyós. El seu nom era Sucre i li encanta fregar-se en les cames.	1			Catalan		7.1258907363420425	
03f7ddc40c3bc674ddd94d53dab82cca	68778	spontaneous-speech-ca-68778.mp3	22140	6613	Descriu lʼúltim animal que has vist.		0			Catalan			
76b9208b0b2b99d91aecd8d89817fe67	69682	spontaneous-speech-ca-69682.mp3	11916	6614	Quina és la teva festa preferida i per què?	El dia de Nadal, perquè es reuneix la família, o qui un considera la seva família per celebrar-ho junts.	1	sixties	male_masculine	Catalan		7.2171869754951326	
76b9208b0b2b99d91aecd8d89817fe67	69682	spontaneous-speech-ca-69682.mp3	11916	6614	Quina és la teva festa preferida i per què?	El dia de Nadal, per què es reuneix la família, o qui un considera la seva família, per celebrar-ho junts.	0	sixties	male_masculine	Catalan		7.301107754279959	
e70aa9c80f3337b3efea26f3fa9098be	71175	spontaneous-speech-ca-71175.mp3	5688	6614	Quina és la teva festa preferida i per què?		0			Catalan			
6a502ce04775a6469d385309c329e767	67090	spontaneous-speech-ca-67090.mp3	3312	6615	Què tʼinspira a la feina?	Les ganes de fer vacances	1			Catalan		6.340579710144927	
c8611cefe076da34d7f367524e7381a1	66728	spontaneous-speech-ca-66728.mp3	39420	6616	Quin és, a parer teu, lʼinvent més important?		0			Catalan			
76b9208b0b2b99d91aecd8d89817fe67	70614	spontaneous-speech-ca-70614.mp3	3816	6616	Quin és, a parer teu, lʼinvent més important?	El foc.	1	sixties	male_masculine	Catalan		1.572327044025157	transcription-length
76b9208b0b2b99d91aecd8d89817fe67	70614	spontaneous-speech-ca-70614.mp3	3816	6616	Quin és, a parer teu, lʼinvent més important?	El foc.	0	sixties	male_masculine	Catalan		1.572327044025157	transcription-length
e70aa9c80f3337b3efea26f3fa9098be	71164	spontaneous-speech-ca-71164.mp3	4680	6616	Quin és, a parer teu, lʼinvent més important?		0			Catalan			
c8611cefe076da34d7f367524e7381a1	66736	spontaneous-speech-ca-66736.mp3	7020	6617	Quina qualitat valores més en la gent?	L'honestedat, l'empatia i, bàsicament, el fet de ser una bona persona.	1			Catalan		8.547008547008547	
03f7ddc40c3bc674ddd94d53dab82cca	68758	spontaneous-speech-ca-68758.mp3	12888	6617	Quina qualitat valores més en la gent?		0			Catalan			
76b9208b0b2b99d91aecd8d89817fe67	70616	spontaneous-speech-ca-70616.mp3	3888	6617	Quina qualitat valores més en la gent?	La sinceritat.	1	sixties	male_masculine	Catalan		3.343621399176955	
03f7ddc40c3bc674ddd94d53dab82cca	68767	spontaneous-speech-ca-68767.mp3	25956	6618	Quin és el teu plat preferit?		0			Catalan			
7860cb263364b344e4f56921530a1847	68839	spontaneous-speech-ca-68839.mp3	12240	6618	Quin és el teu plat preferit?		0			Catalan			
76b9208b0b2b99d91aecd8d89817fe67	69686	spontaneous-speech-ca-69686.mp3	5400	6618	Quin és el teu plat preferit?	La truita de patates amb pà amb tomàquet.	1	sixties	male_masculine	Catalan		6.296296296296296	
e70aa9c80f3337b3efea26f3fa9098be	71190	spontaneous-speech-ca-71190.mp3	5040	6618	Quin és el teu plat preferit?		0			Catalan			
03f7ddc40c3bc674ddd94d53dab82cca	68774	spontaneous-speech-ca-68774.mp3	19620	6619	Descriu breument la recepta dʼun plat de la cuina catalana.		0			Catalan			
e70aa9c80f3337b3efea26f3fa9098be	71182	spontaneous-speech-ca-71182.mp3	10872	6622	Quin és un lloc històric famós de Catalunya que val la pena visitar?		0			Catalan			
03f7ddc40c3bc674ddd94d53dab82cca	68768	spontaneous-speech-ca-68768.mp3	21636	6623	Quin consell donaries a un amic que està disgustat?		0			Catalan			
03f7ddc40c3bc674ddd94d53dab82cca	68783	spontaneous-speech-ca-68783.mp3	4500	6624	Si poguessis demanar un desig, què desitjaries?	Que la meua parella em demanara matrimoni.	0			Catalan		8.0	
e70aa9c80f3337b3efea26f3fa9098be	71172	spontaneous-speech-ca-71172.mp3	3168	6625	Quina creus que és la lliçó de vida més important?		0			Catalan			
c8611cefe076da34d7f367524e7381a1	66734	spontaneous-speech-ca-66734.mp3	14760	6626	Què significa lʼèxit per a tu?	L'èxit per mi és aconseguir estar bé amb tu mateix. Ser feliç, si és que la felicitat existeix, però, almenys, mm..., arribar a un benestar personal i a un equilibri personal. Això és l'èxit.	1			Catalan		10.70460704607046	
7860cb263364b344e4f56921530a1847	68836	spontaneous-speech-ca-68836.mp3	10296	6626	Què significa lʼèxit per a tu?	Ah... significa arribar i superar aquells objectius i aquells, eh... aquelles metes que te, que un s'ha proposat i els que vol arribar.	0			Catalan		10.975135975135975	
e70aa9c80f3337b3efea26f3fa9098be	71170	spontaneous-speech-ca-71170.mp3	8604	6626	Què significa lʼèxit per a tu?		0			Catalan			
7860cb263364b344e4f56921530a1847	67541	spontaneous-speech-ca-67541.mp3	5508	6627	Què creus que és la base de lʼamistat?		0			Catalan			
206dad45a96629a9db3e741b11475f7f	67566	spontaneous-speech-ca-67566.mp3	32832	6627	Què creus que és la base de lʼamistat?	La base de l'amistat crec que és la confiança mútua, la generositat, saber que l'altra persona és a prop teu si la necessites i tu també estar a prop seu si ella et necessita. En fi, mantenir una relació que a vegades pot ser més distant en el temps o més distant en l'espai però que d'alguna manera saps que sempre aquella persona és allà si la necessites	1			Catalan		8.80238791423002	
e70aa9c80f3337b3efea26f3fa9098be	71189	spontaneous-speech-ca-71189.mp3	3780	6627	Què creus que és la base de lʼamistat?		0			Catalan			
03f7ddc40c3bc674ddd94d53dab82cca	68769	spontaneous-speech-ca-68769.mp3	7848	6628	Quin creus que és el paper de lʼeducació a la societat?		0			Catalan			
7860cb263364b344e4f56921530a1847	68842	spontaneous-speech-ca-68842.mp3	57456	6628	Quin creus que és el paper de lʼeducació a la societat?		0			Catalan			
c8611cefe076da34d7f367524e7381a1	66735	spontaneous-speech-ca-66735.mp3	40248	6629	Què tʼagradaria aprendre?	De tot. M'encanta aprendre. M'agradaria molt aprendre més coses i tenir temps per aprendre més coses. Ja tinc una certa edat i, ara estic aprenent italià, que és una llengua que m'agrada molt i, penso que, quan em jubili, una part del temps que guanyaré el dedicaré a aprendre encara més coses. Com que soc més de lletres, doncs, segurament seran, jo que sé, noves llengües o,  m'apuntaré a cursos o a seminaris d'història que m'ha és el que més m'ha agradat a la vida i és el que he estudiat o eh, no ho sé, coses així: música... Però, segur, segur que dedicaré molt de temps a seguir aprenent. Penso que és essencial durant la vida aprendre fins al final.	1			Catalan		13.317431922083086	
03f7ddc40c3bc674ddd94d53dab82cca	68779	spontaneous-speech-ca-68779.mp3	17568	6629	Què tʼagradaria aprendre?	M'agradaria aprendre euskera. Sé que és un idioma molt interessant, i, i bé, he escoltat alguna cançó i l'he traduïda, en euskera, i si que m'agradaria en algun moment aprendre un poc.	1			Catalan		8.709016393442623	
76b9208b0b2b99d91aecd8d89817fe67	69689	spontaneous-speech-ca-69689.mp3	3276	6629	Què tʼagradaria aprendre?	A tocar el piano.	1	sixties	male_masculine	Catalan		4.273504273504273	
e70aa9c80f3337b3efea26f3fa9098be	71173	spontaneous-speech-ca-71173.mp3	3600	6629	Què tʼagradaria aprendre?		0			Catalan			
7860cb263364b344e4f56921530a1847	68840	spontaneous-speech-ca-68840.mp3	36828	6630	Quina importància dones a disposar dʼespais verds dins les ciutats?		0			Catalan			
e70aa9c80f3337b3efea26f3fa9098be	71169	spontaneous-speech-ca-71169.mp3	7200	6630	Quina importància dones a disposar dʼespais verds dins les ciutats?		0			Catalan			
6a502ce04775a6469d385309c329e767	67095	spontaneous-speech-ca-67095.mp3	5688	6631	Quin tipus de transport públic hi ha disponible?	Des de Sant Antoni només un autobús que et porta fins a l'estació de tren de Llinars	1			Catalan		11.954992967651195	
03f7ddc40c3bc674ddd94d53dab82cca	68785	spontaneous-speech-ca-68785.mp3	33156	6631	Quin tipus de transport públic hi ha disponible?	Al meu poble no hi ha transport públic, teníem un autobús urbà i el van eliminar; teníem un sistema de lloguer de bicis gratuït municipal i també el van eliminar. I bé, sí que és cert que passa algun autobús de línia comarcal o intercomarcal que fa parada al poble, però per a moure's dintre del poble, en vehicle privant o caminant, que és el que jo solc fer	1			Catalan		8.776692001447701	
e70aa9c80f3337b3efea26f3fa9098be	71167	spontaneous-speech-ca-71167.mp3	4968	6631	Quin tipus de transport públic hi ha disponible?		0			Catalan			
76b9208b0b2b99d91aecd8d89817fe67	69690	spontaneous-speech-ca-69690.mp3	8316	6632	Quins són els llocs preferits perquè els nens juguin?	Un parc infantil amb presència d'adults, per controlar.	0	sixties	male_masculine	Catalan		5.772005772005771	
e70aa9c80f3337b3efea26f3fa9098be	71180	spontaneous-speech-ca-71180.mp3	3492	6632	Quins són els llocs preferits perquè els nens juguin?		0			Catalan			
c8611cefe076da34d7f367524e7381a1	66741	spontaneous-speech-ca-66741.mp3	38700	6633	Què creus que és important per a un bon barri?	Doncs penso que és important que tingui serveis, que hi hagi una bona escola, que hi hagi una biblioteca, que hi hagi un bon servei mèdic en el CAP. Penso que és molt important que els veïns doncs estiguin disposats a participar en les activitats o en les associacions o, qualsevol iniciativa que es prengui en el barri, perquè això crea comunitat i, doncs que la gent estigui oberta a conèixer els seus veïns i veïnes i a poder fer doncs una mica de xarxa per ajudar tots aquells que no tenen família o que en un moment donat poden necessitar un cop de mà. Penso que això és el que hi hauria d'haver a tots els barris.	1			Catalan		12.97157622739018	
7860cb263364b344e4f56921530a1847	67537	spontaneous-speech-ca-67537.mp3	6768	6633	Què creus que és important per a un bon barri?		0			Catalan			
03f7ddc40c3bc674ddd94d53dab82cca	68765	spontaneous-speech-ca-68765.mp3	23868	6633	Què creus que és important per a un bon barri?		0			Catalan			
e70aa9c80f3337b3efea26f3fa9098be	71179	spontaneous-speech-ca-71179.mp3	5328	6633	Què creus que és important per a un bon barri?		0			Catalan			
03f7ddc40c3bc674ddd94d53dab82cca	68786	spontaneous-speech-ca-68786.mp3	15048	6634	Quin tipus dʼesdeveniments se celebren a la teva ciutat/poble?		0			Catalan			
03f7ddc40c3bc674ddd94d53dab82cca	68780	spontaneous-speech-ca-68780.mp3	9900	6635	Per a què utilitzes més la tecnologia?	per el treball, per la meua feina em passe tot el dia davant de l'ordinador per tant diria que és el motiu per el que més gaste la tecnologia	0			Catalan		11.414141414141413	
76b9208b0b2b99d91aecd8d89817fe67	70615	spontaneous-speech-ca-70615.mp3	13788	6635	Per a què utilitzes més la tecnologia?	Per dos qüestions. Primer, cercar respostes d'informació, segon, per orientar-me en el en el espai, per desplaçar-me.	0	sixties	male_masculine	Catalan		7.325210327821294	
e70aa9c80f3337b3efea26f3fa9098be	71186	spontaneous-speech-ca-71186.mp3	14148	6635	Per a què utilitzes més la tecnologia?		0			Catalan			
03f7ddc40c3bc674ddd94d53dab82cca	68759	spontaneous-speech-ca-68759.mp3	17136	6636	Quin creus que és lʼimpacte de la tecnologia en la teva vida quotidiana?		0			Catalan			
7860cb263364b344e4f56921530a1847	68846	spontaneous-speech-ca-68846.mp3	23508	6636	Quin creus que és lʼimpacte de la tecnologia en la teva vida quotidiana?	És total. Des de la feina que faig, a l'oci amb el que em diverteixo, al transport que faig servir... a tot arreu està la tecnologia completament integrada i absolutament enllaçada. Crec que l'impacte és total.	0			Catalan		7.444274289603539	
e70aa9c80f3337b3efea26f3fa9098be	71184	spontaneous-speech-ca-71184.mp3	7992	6636	Quin creus que és lʼimpacte de la tecnologia en la teva vida quotidiana?		0			Catalan			
206dad45a96629a9db3e741b11475f7f	67567	spontaneous-speech-ca-67567.mp3	39384	6637	Quin és el principal avantatge dels telèfons mòbils?	Bé, jo crec que el principal avantatge dels telèfons mòbils és la comunicació, entre persones, sobretot entre amics i família, que a vegades pot ser que siguin distants, en el espai, i això fa que, de forma abans impensable, ara ens puguem comunicar, doncs, amb regularitat, amb persones que tens a l'altra banda del món, a part de que després també pots usar-lo per informar-te, o desinformar-te, sobre varietat de temes del teu entorn. I per perder el temps també.	1			Catalan		9.826325411334553	
c8611cefe076da34d7f367524e7381a1	66732	spontaneous-speech-ca-66732.mp3	72180	6638	Què penses de la intel·ligència artificial?		0			Catalan			
03f7ddc40c3bc674ddd94d53dab82cca	68761	spontaneous-speech-ca-68761.mp3	18828	6638	Què penses de la intel·ligència artificial?		0			Catalan			
76b9208b0b2b99d91aecd8d89817fe67	69681	spontaneous-speech-ca-69681.mp3	5436	6638	Què penses de la intel·ligència artificial?	Un nou avenç tecnològic per canviar la humanitat.	0	sixties	male_masculine	Catalan		7.72626931567329	
76b9208b0b2b99d91aecd8d89817fe67	69681	spontaneous-speech-ca-69681.mp3	5436	6638	Què penses de la intel·ligència artificial?	Un nou avenç tecnològic per canviar la humanitat.	1	sixties	male_masculine	Catalan		7.72626931567329	
e70aa9c80f3337b3efea26f3fa9098be	71171	spontaneous-speech-ca-71171.mp3	10188	6638	Què penses de la intel·ligència artificial?		0			Catalan			
7860cb263364b344e4f56921530a1847	68845	spontaneous-speech-ca-68845.mp3	27216	6639	Quina innovació tecnològica tʼha sorprès més recentment?	Els avenços que s'han fet en el camp de la diabetis, eh... on te... cada vegada hi ha sensors per me... mesurar la glucosa en sang, i bombes per a... administrar la insulina, diferents tecnologies que... la veritat és que...  ajuden molt al, al dia a dia del... dels pacients i... i que fa un temps enrere no els ah tenien i és un camp qualitatiu molt gran.	0			Catalan		10.618753674309229	
e70aa9c80f3337b3efea26f3fa9098be	71183	spontaneous-speech-ca-71183.mp3	2916	6639	Quina innovació tecnològica tʼha sorprès més recentment?		0			Catalan			
